repository,path,role,audience,subject,owner,authority_target,review_state,disposition
agon-extender,docs/tasks/AUDIT-002/generated/comparison.md,task evidence/research,human and agent,docs/tasks/AUDIT-002/generated,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/AUDIT-002/generated/connectivity.md,task evidence/research,human and agent,docs/tasks/AUDIT-002/generated,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/AUDIT-003.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/AUDIT-004.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/AUDIT-004/README.md,task evidence/research,human and agent,docs/tasks/AUDIT-004,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/AUDIT-004/baseline-and-research-map.md,task evidence/research,human and agent,docs/tasks/AUDIT-004,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/AUDIT-004/communication-inventory.md,task evidence/research,human and agent,docs/tasks/AUDIT-004,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/AUDIT-004/communication-traces.md,task evidence/research,human and agent,docs/tasks/AUDIT-004,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/AUDIT-004/coverage-review.md,task evidence/research,human and agent,docs/tasks/AUDIT-004,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/AUDIT-004/trace-command-stream.md,task evidence/research,human and agent,docs/tasks/AUDIT-004,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/AUDIT-004/trace-hardware-and-dependencies.md,task evidence/research,human and agent,docs/tasks/AUDIT-004,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/AUDIT-004/trace-mos-interfaces.md,task evidence/research,human and agent,docs/tasks/AUDIT-004,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/AUDIT-004/trace-primary-protocol.md,task evidence/research,human and agent,docs/tasks/AUDIT-004,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/AUDIT-004/trace-vdp-interfaces.md,task evidence/research,human and agent,docs/tasks/AUDIT-004,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/AUDIT-005.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/AUDIT-005/README.md,task evidence/research,human and agent,docs/tasks/AUDIT-005,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/AUDIT-005/baseline-and-path-map.md,task evidence/research,human and agent,docs/tasks/AUDIT-005,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/AUDIT-005/browser-disconnected-control.md,task evidence/research,human and agent,docs/tasks/AUDIT-005,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/AUDIT-005/browser-disconnected-findings.md,task evidence/research,human and agent,docs/tasks/AUDIT-005,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/AUDIT-005/differences-and-reuse.md,task evidence/research,human and agent,docs/tasks/AUDIT-005,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/AUDIT-005/evidence/paired-hardware-baseline/analysis.txt,task evidence/research,human and agent,docs/tasks/AUDIT-005/evidence/paired-hardware-baseline,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/AUDIT-005/evidence/stock-drain-full-suite/analysis.txt,task evidence/research,human and agent,docs/tasks/AUDIT-005/evidence/stock-drain-full-suite,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/AUDIT-005/hardware-baseline.md,task evidence/research,human and agent,docs/tasks/AUDIT-005,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/AUDIT-005/mos-flash-remapping.md,task evidence/research,human and agent,docs/tasks/AUDIT-005,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/AUDIT-005/p4-queue-accounting.md,task evidence/research,human and agent,docs/tasks/AUDIT-005,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/AUDIT-005/p4-wait-attribution.md,task evidence/research,human and agent,docs/tasks/AUDIT-005,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/AUDIT-005/paired-benchmark-plan.md,task evidence/research,human and agent,docs/tasks/AUDIT-005,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/AUDIT-005/stock-drain-findings.md,task evidence/research,human and agent,docs/tasks/AUDIT-005,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/AUDIT-005/stock-drain-full-suite.md,task evidence/research,human and agent,docs/tasks/AUDIT-005,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/AUDIT-005/stock-drain-preparation.md,task evidence/research,human and agent,docs/tasks/AUDIT-005,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/AUDIT-005/stock-drain-suite-findings.md,task evidence/research,human and agent,docs/tasks/AUDIT-005,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/AUDIT-005/stock-queue-drain.md,task evidence/research,human and agent,docs/tasks/AUDIT-005,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/AUDIT-005/uart-cts-capture.md,task evidence/research,human and agent,docs/tasks/AUDIT-005,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/AUDIT-005/uart-cts-findings.md,task evidence/research,human and agent,docs/tasks/AUDIT-005,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/AUDIT-006.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/AUDIT-006/composition-output-review.md,task evidence/research,human and agent,docs/tasks/AUDIT-006,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/AUDIT-006/facade-common-review.md,task evidence/research,human and agent,docs/tasks/AUDIT-006,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/AUDIT-006/findings.md,task evidence/research,human and agent,docs/tasks/AUDIT-006,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/AUDIT-006/frame-execution-review.md,task evidence/research,human and agent,docs/tasks/AUDIT-006,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/AUDIT-006/measurement.md,task evidence/research,human and agent,docs/tasks/AUDIT-006,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/AUDIT-006/storage-render-review.md,task evidence/research,human and agent,docs/tasks/AUDIT-006,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/AUDIT-006/video-backend-audit.md,task evidence/research,human and agent,docs/tasks/AUDIT-006,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/AUDIT-007.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/AUDIT-007/FINDINGS.md,task evidence/research,human and agent,docs/tasks/AUDIT-007,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/AUDIT-007/FIRST-PASS.md,task evidence/research,human and agent,docs/tasks/AUDIT-007,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/AUDIT-007/MODE-LIFETIME.md,task evidence/research,human and agent,docs/tasks/AUDIT-007,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/AUDIT-007/SOURCE-CENSUS.md,task evidence/research,human and agent,docs/tasks/AUDIT-007,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
